     time        11        10      00        01
  28.2883 3187.4374 3161.3843 11.7887 3161.3843
  28.3483 3191.8169 3165.8569 11.8093 3165.8569
  28.4084 3196.1812 3170.3141 11.8298 3170.3140
  28.4685 3200.5302 3174.7558 11.8503 3174.7557
  28.5285 3204.8642 3179.1820 11.8706 3179.1820
  28.5886 3209.1830 3183.5930 11.8909 3183.5929
  28.6486 3213.4868 3187.9886 11.9112 3187.9885
  28.7087 3217.7756 3192.3689 11.9313 3192.3689
  28.7688 3222.0494 3196.7340 11.9515 3196.7339
  28.8288 3226.3082 3201.0838 11.9715 3201.0838
  28.8889 3230.5521 3205.4185 11.9915 3205.4185
  28.9489 3234.7812 3209.7381 12.0114 3209.7380
  29.0090 3238.9954 3214.0425 12.0312 3214.0425
  29.0691 3243.1948 3218.3319 12.0510 3218.3319
  29.1291 3247.3795 3222.6063 12.0707 3222.6063
  29.1892 3251.5495 3226.8658 12.0904 3226.8657
  29.2492 3255.7048 3231.1103 12.1100 3231.1102
  29.3093 3259.8454 3235.3398 12.1295 3235.3398
  29.3694 3263.9715 3239.5546 12.1490 3239.5545
  29.4294 3268.0830 3243.7545 12.1684 3243.7545
  29.4895 3272.1800 3247.9396 12.1877 3247.9396
  29.5495 3276.2625 3252.1100 12.2070 3252.1100
  29.6096 3280.3306 3256.2657 12.2262 3256.2657
  29.6697 3284.3842 3260.4068 12.2453 3260.4067
  29.7297 3288.4235 3264.5332 12.2644 3264.5331
  29.7898 3292.4485 3268.6450 12.2834 3268.6450
